ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,InvoiceNumber,Reference,InvoiceDate,DueDate,PlannedDate,Total,TaxTotal,InvoiceAmountPaid,InvoiceAmountDue,InventoryItemCode,Description,Quantity,UnitAmount,Discount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Type,Sent,Status,GBP rate,LineAmountGBP,Period,Channel,Country,Region
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-0570,QU-0149,6/6/2016,6/7/2016,,816,0,816,0,HD0001,HUE HD Camera (Blue),17,48,,816,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,597.1984367,Jun-16,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-0570,QU-0149,6/6/2016,6/7/2016,,816,0,816,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-16,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-0569,QU-0107,6/6/2016,6/7/2016,,748,0,748,0,AS0002,HUE Animation Studio (Red),11,68,,748,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,547.4319003,Jun-16,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-0569,QU-0107,6/6/2016,6/7/2016,,748,0,748,0,TS0001,HUE Tablet Stand (Blue),1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-16,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-0569,QU-0107,6/6/2016,6/7/2016,,748,0,748,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-16,Direct,United States,US
IFP Minnesota,dwarner@ifpmn.org,550 Vandalia St,Suite 120,,,St Paul,MN,55114,US,,,,,,,,,INV-0568,QU-0148,3/6/2016,3/7/2016,,219.79,0,219.79,0,HD0001,HUE HD Camera (Blue),2,49.95,,99.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,73.11289685,Jun-16,Direct,United States,US
IFP Minnesota,dwarner@ifpmn.org,550 Vandalia St,Suite 120,,,St Paul,MN,55114,US,,,,,,,,,INV-0568,QU-0148,3/6/2016,3/7/2016,,219.79,0,219.79,0,HD0004,HUE HD Camera (Black),2,49.95,,99.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,73.11289685,Jun-16,Direct,United States,US
IFP Minnesota,dwarner@ifpmn.org,550 Vandalia St,Suite 120,,,St Paul,MN,55114,US,,,,,,,,,INV-0568,QU-0148,3/6/2016,3/7/2016,,219.79,0,219.79,0,Delivery,Shipping,1,19.99,,19.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,14.62989798,Jun-16,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-0567,QU-0139,2/6/2016,2/7/2016,,450,0,450,0,UL000S,HUE Animation site license,1,450,,450,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,329.3373732,Jun-16,Direct,United States,US
Thinkery Austin,blopez@thinkeryaustin.org,1830 Simond Avenue,,,,Austin,TX,78723,US,1830 Simond Avenue,,,Thinkery Austin,Austin,TX,78723,US,INV-0567,QU-0139,2/6/2016,2/7/2016,,450,0,450,0,,License email:cy1.connected.youth@gmail.com,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-16,Direct,United States,US
Mooresville Consolidated School Corporation,monica.houk@mooresvilleschools.org,11 West Carlisle Street,,,,Mooresville,IN,46158,US,,,,,,,,,INV-0566,,1/6/2016,1/7/2016,,299.7,0,299.7,0,HD0001,HUE HD Camera (Blue),1,49.95,,49.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,36.55644843,Jun-16,Direct,United States,US
Mooresville Consolidated School Corporation,monica.houk@mooresvilleschools.org,11 West Carlisle Street,,,,Mooresville,IN,46158,US,,,,,,,,,INV-0566,,1/6/2016,1/7/2016,,299.7,0,299.7,0,HD0002,HUE HD Camera (Red),1,49.95,,49.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,36.55644843,Jun-16,Direct,United States,US
Mooresville Consolidated School Corporation,monica.houk@mooresvilleschools.org,11 West Carlisle Street,,,,Mooresville,IN,46158,US,,,,,,,,,INV-0566,,1/6/2016,1/7/2016,,299.7,0,299.7,0,HD0003,HUE HD Camera (Green),1,49.95,,49.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,36.55644843,Jun-16,Direct,United States,US
Mooresville Consolidated School Corporation,monica.houk@mooresvilleschools.org,11 West Carlisle Street,,,,Mooresville,IN,46158,US,,,,,,,,,INV-0566,,1/6/2016,1/7/2016,,299.7,0,299.7,0,HD0004,HUE HD Camera (Black),2,49.95,,99.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,73.11289685,Jun-16,Direct,United States,US
Mooresville Consolidated School Corporation,monica.houk@mooresvilleschools.org,11 West Carlisle Street,,,,Mooresville,IN,46158,US,,,,,,,,,INV-0566,,1/6/2016,1/7/2016,,299.7,0,299.7,0,Delivery,Shipping,1,49.95,,49.95,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,36.55644843,Jun-16,Direct,United States,US
Mooresville Consolidated School Corporation,monica.houk@mooresvilleschools.org,11 West Carlisle Street,,,,Mooresville,IN,46158,US,,,,,,,,,INV-0566,,1/6/2016,1/7/2016,,299.7,0,299.7,0,,"Ship to address:Paul Hadley Middle School200 W Carlisle StMooresville, IN 46158",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-16,Direct,United States,US
Buffalo Public Schools,jpalamara@buffaloschools.org,65 Niagara Sq.,Rm 816 City Hall,,,Buffalo,NY,14202,US,65 Niagara Sq.,Rm 816 City Hall,,Buffalo Public Schools,Buffalo,NY,14202,US,INV-0565,QU-0129 PO #16008268-00,1/6/2016,1/7/2016,,79.94,0,79.94,0,PC0004,HUE HD Pro Camera (Black),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,51.19366501,Jun-16,Direct,United States,US
Buffalo Public Schools,jpalamara@buffaloschools.org,65 Niagara Sq.,Rm 816 City Hall,,,Buffalo,NY,14202,US,65 Niagara Sq.,Rm 816 City Hall,,Buffalo Public Schools,Buffalo,NY,14202,US,INV-0565,QU-0129 PO #16008268-00,1/6/2016,1/7/2016,,79.94,0,79.94,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,7.311289685,Jun-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0564,PO #8127,1/6/2016,1/7/2016,,1119.2,0,1119.2,0,AS0001,HUE Animation Studio (Blue),20,69.95,20,1119.2,4118,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,819.0986402,Jun-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0564,PO #8127,1/6/2016,1/7/2016,,1119.2,0,1119.2,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,Jun-16,Direct,United States,US
Ascent Information Technology Limited trading as HUE,kasia@huehd.com,12 Enterprise Way,,,,London,,SW18 1FZ,GB,,,,,,,,,INV-0563,Amazon US and CA sales (053116),5/30/2016,6/29/2016,,7584,0,7584,0,,Stock sold on Amazon US and CA (May 2016),632,12,,7584,4400,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,5550.43253,May-16,Direct,United Kingdom,UK
Pittsgrove Township Schools,dpoolake@pittsgrove.net,1076 Almond Rd,,,,Pittsgrove,NJ,8318,US,,,,,,,,,INV-0562,PO #1771-16,5/26/2016,6/25/2016,,359.4,0,359.4,0,HD0001,HUE HD Camera (Blue),6,49.95,,299.7,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,219.3386906,May-16,Direct,United States,US
Pittsgrove Township Schools,dpoolake@pittsgrove.net,1076 Almond Rd,,,,Pittsgrove,NJ,8318,US,,,,,,,,,INV-0562,PO #1771-16,5/26/2016,6/25/2016,,359.4,0,359.4,0,Delivery,Shipping,1,59.7,,59.7,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,43.69209151,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0561,PO #7719,5/26/2016,6/25/2016,,4500,0,4500,0,AS0001,HUE Animation Studio (Blue),90,50,,4500,4118,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,3293.373732,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0561,PO #7719,5/26/2016,6/25/2016,,4500,0,4500,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
Indianapolis Museum of Art,clovati@imamuseum.org,4000 Michigan Rd,"Indianapolis, ",,,,IN,46208,US,,,,,,,,,INV-0560,QU-0134,5/24/2016,6/23/2016,,89.99,0,89.99,0,UL0005,HUE Animation five user license,1,89.99,,89.99,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,65.86015603,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0559,PO #8117,5/24/2016,6/23/2016,,1678.8,0,1678.8,0,AS0001,HUE Animation Studio (Blue),30,69.95,20,1678.8,4118,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,1228.64796,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0559,PO #8117,5/24/2016,6/23/2016,,1678.8,0,1678.8,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0558,PO #8085,5/23/2016,6/22/2016,,1119.2,0,1119.2,0,AS0001,HUE Animation Studio (Blue),20,69.95,20,1119.2,4118,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,819.0986402,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0558,PO #8085,5/23/2016,6/22/2016,,1119.2,0,1119.2,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0557,PO #7942,5/23/2016,6/22/2016,,1000,0,1000,0,AS0001,HUE Animation Studio (Blue),20,50,,1000,4118,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,731.8608293,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0557,PO #7942,5/23/2016,6/22/2016,,1000,0,1000,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0556,PO # 7771,5/23/2016,6/22/2016,,1000,0,1000,0,AS0001,HUE Animation Studio (Blue),20,50,,1000,4118,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,731.8608293,May-16,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-0556,PO # 7771,5/23/2016,6/22/2016,,1000,0,1000,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
San Diego Unified School District,jvalencia@sandi.net,4100 Normal St,Rm 3141,,,San Diego,CA,92103,US,,,,,,,,,CN-0555,CUE 2016,5/23/2016,,,-112,0,0,0,AS0001,HUE Animation Studio (Blue),2,-56,,-112,4100,Tax Exempt,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,-81.96841289,May-16,Direct,United States,US
San Diego Unified School District,jvalencia@sandi.net,4100 Normal St,Rm 3141,,,San Diego,CA,92103,US,,,,,,,,,CN-0555,CUE 2016,5/23/2016,,,-112,0,0,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,0,May-16,Direct,United States,US
San Diego Unified School District,jvalencia@sandi.net,4100 Normal St,Rm 3141,,,San Diego,CA,92103,US,,,,,,,,,CN-0555,CUE 2016,5/23/2016,,,-112,0,0,0,,"Delivery Address:5983ASupply Center2351 Cardinal Lane Bldg KSan Diego, CA 92123-3743Attn: Jocelyn Love",0,0,,0,,,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,0,May-16,Direct,United States,US
San Diego Unified School District,jvalencia@sandi.net,4100 Normal St,Rm 3141,,,San Diego,CA,92103,US,,,,,,,,,CN-0555,CUE 2016,5/23/2016,,,-112,0,0,0,,Invoice INV-0495 cancelled (products never sent; customer has changed tehir mind),0,0,,0,,,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,0,May-16,Direct,United States,US
Terrace Hills,michelle_sotelo@cjusd.net,6426 Spencer Ct,,,,San Bernardino,CA,92407,US,,,,,,,,,CN-0554,CUE 2016,5/23/2016,,,-72,0,0,0,PC0002,HUE HD Pro Camera (Red),1,-56,,-56,4100,Tax Exempt,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,-40.98420644,May-16,Direct,United States,US
Terrace Hills,michelle_sotelo@cjusd.net,6426 Spencer Ct,,,,San Bernardino,CA,92407,US,,,,,,,,,CN-0554,CUE 2016,5/23/2016,,,-72,0,0,0,BA0001,HUE Book of Animation (includes HUE Animation s,1,-16,,-16,4300,Tax Exempt,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,-11.70977327,May-16,Direct,United States,US
Terrace Hills,michelle_sotelo@cjusd.net,6426 Spencer Ct,,,,San Bernardino,CA,92407,US,,,,,,,,,CN-0554,CUE 2016,5/23/2016,,,-72,0,0,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,0,May-16,Direct,United States,US
Terrace Hills,michelle_sotelo@cjusd.net,6426 Spencer Ct,,,,San Bernardino,CA,92407,US,,,,,,,,,CN-0554,CUE 2016,5/23/2016,,,-72,0,0,0,,Full credit of INV-0467 (products returned),0,0,,0,,,0,,,,,USD,Sales credit note,Unsent,Paid,1.36638,0,May-16,Direct,United States,US
Pequannock Township Public Schools,gary.evans@pequannock.org,538 Newark Pompton Tpke,,,,Pompton Plains,NJ,7444,US,,,,,,,,,INV-0553,PO #603388,5/20/2016,6/19/2016,,119.88,0,119.88,0,HD0003,HUE HD Camera (Green),2,49.95,,99.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,73.11289685,May-16,Direct,United States,US
Pequannock Township Public Schools,gary.evans@pequannock.org,538 Newark Pompton Tpke,,,,Pompton Plains,NJ,7444,US,,,,,,,,,INV-0553,PO #603388,5/20/2016,6/19/2016,,119.88,0,119.88,0,Delivery,Shipping,1,19.98,,19.98,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,14.62257937,May-16,Direct,United States,US
Pequannock Township Public Schools,gary.evans@pequannock.org,538 Newark Pompton Tpke,,,,Pompton Plains,NJ,7444,US,,,,,,,,,INV-0553,PO #603388,5/20/2016,6/19/2016,,119.88,0,119.88,0,,"Delivery address:Att: Gary EvansPequannock Township High School 85 Sunset Rd â€¢ Pompton Plains, NJ 07444",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-16,Direct,United States,US
Iroquois Central School,kpiacente@iroquoiscsd.org,2111 Girdle Rd,PO BOX 32,"Elma, ",,,NY,14059,US,,,,,,,,,INV-0552,QU-0130 PO #161136,5/20/2016,6/19/2016,,229.84,0,229.84,0,PC0001,HUE HD Pro Camera (Blue),3,69.95,,209.85,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,153.580995,May-16,Direct,United States,US
Iroquois Central School,kpiacente@iroquoiscsd.org,2111 Girdle Rd,PO BOX 32,"Elma, ",,,NY,14059,US,,,,,,,,,INV-0552,QU-0130 PO #161136,5/20/2016,6/19/2016,,229.84,0,229.84,0,Delivery,Shipping,1,19.99,,19.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,14.62989798,May-16,Direct,United States,US
Hennepin County Library,tfarrell@hclib.org,12601 Ridgedale Drive,Minnetonka. ,,,,MN,55305,US,,,,,,,,,INV-0551,QU-0127 PO #HNCTY-265373,5/20/2016,6/19/2016,,359.98,0,359.98,0,UL0010,HUE Animation ten user license,2,179.99,,359.98,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,263.4552613,May-16,Direct,United States,US
Marietta City School District,efranklin@marietta-city.k12.ga.us,111 Academy Drive,,,,Marietta,OH,45750,US,,,,,,,,,INV-0550,PO #162710,5/16/2016,6/15/2016,,79.94,0,79.94,0,AS0001,HUE Animation Studio (Blue),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,51.19366501,May-16,Direct,United States,US
Marietta City School District,efranklin@marietta-city.k12.ga.us,111 Academy Drive,,,,Marietta,OH,45750,US,,,,,,,,,INV-0550,PO #162710,5/16/2016,6/15/2016,,79.94,0,79.94,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,7.311289685,May-16,Direct,United States,US
Marietta City School District,efranklin@marietta-city.k12.ga.us,111 Academy Drive,,,,Marietta,OH,45750,US,,,,,,,,,INV-0550,PO #162710,5/16/2016,6/15/2016,,79.94,0,79.94,0,,"Delivery Address:115 Academy DrMarietta, OH45750",0,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
Oak Hill Elementary School,jjaeger@bluevalleyk12.org,15020 Metcalf Ave,"Overland Park, ",,,,KS,66223,US,,,,,,,,,INV-0549,QU-0122 PO#1606539,5/16/2016,6/15/2016,,149.89,0,149.89,0,AS0003,HUE Animation Studio (Green),2,69.95,,139.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,102.38733,May-16,Direct,United States,US
Oak Hill Elementary School,jjaeger@bluevalleyk12.org,15020 Metcalf Ave,"Overland Park, ",,,,KS,66223,US,,,,,,,,,INV-0549,QU-0122 PO#1606539,5/16/2016,6/15/2016,,149.89,0,149.89,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,7.311289685,May-16,Direct,United States,US
Oak Hill Elementary School,jjaeger@bluevalleyk12.org,15020 Metcalf Ave,"Overland Park, ",,,,KS,66223,US,,,,,,,,,INV-0549,QU-0122 PO#1606539,5/16/2016,6/15/2016,,149.89,0,149.89,0,,"Delivery Address:10200 W 124th StreetOverland Park, KS66213",0,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
Buffalo Public Schools,jpalamara@buffaloschools.org,65 Niagara Sq.,Rm 816 City Hall,,,Buffalo,NY,14202,US,65 Niagara Sq.,Rm 816 City Hall,,Buffalo Public Schools,Buffalo,NY,14202,US,INV-0548,QU-0124 PO# 16007907-00,5/13/2016,12/6/2016,,2447,0,2447,0,HD0003,HUE HD Camera (Green),50,48.94,,2447,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,1790.863449,May-16,Direct,United States,US
Buffalo Public Schools,jpalamara@buffaloschools.org,65 Niagara Sq.,Rm 816 City Hall,,,Buffalo,NY,14202,US,65 Niagara Sq.,Rm 816 City Hall,,Buffalo Public Schools,Buffalo,NY,14202,US,INV-0548,QU-0124 PO# 16007907-00,5/13/2016,12/6/2016,,2447,0,2447,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
Buffalo Public Schools,jpalamara@buffaloschools.org,65 Niagara Sq.,Rm 816 City Hall,,,Buffalo,NY,14202,US,65 Niagara Sq.,Rm 816 City Hall,,Buffalo Public Schools,Buffalo,NY,14202,US,INV-0548,QU-0124 PO# 16007907-00,5/13/2016,12/6/2016,,2447,0,2447,0,,"Delivery Address:South Park High School150 Southside ParkwayBuffalo, NY 14220",0,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
Graham Park Middle School,engelbea@pwcs.edu,3613 Graham Park Rd,"Triangle, ",,,,VA,22172,US,,,,,,,,,INV-0547,HS #84437,5/13/2016,12/6/2016,,909.48,0,909.48,0,PC0001,HUE HD Pro Camera (Blue),10,69.95,,699.5,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,511.9366501,May-16,Direct,United States,US
Graham Park Middle School,engelbea@pwcs.edu,3613 Graham Park Rd,"Triangle, ",,,,VA,22172,US,,,,,,,,,INV-0547,HS #84437,5/13/2016,12/6/2016,,909.48,0,909.48,0,UL0010,HUE Animation ten user license,1,179.99,,179.99,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,131.7276307,May-16,Direct,United States,US
Graham Park Middle School,engelbea@pwcs.edu,3613 Graham Park Rd,"Triangle, ",,,,VA,22172,US,,,,,,,,,INV-0547,HS #84437,5/13/2016,12/6/2016,,909.48,0,909.48,0,,HUE Code:,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-16,Direct,United States,US
Graham Park Middle School,engelbea@pwcs.edu,3613 Graham Park Rd,"Triangle, ",,,,VA,22172,US,,,,,,,,,INV-0547,HS #84437,5/13/2016,12/6/2016,,909.48,0,909.48,0,Delivery,Shipping,1,29.99,,29.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,21.94850627,May-16,Direct,United States,US
Cabarrus County Schools,tamera.freeman@cabarrus.k12.nc.us,4401 Old Airport Road,PO Box 388,"Concord, ",,,NC ,28026,US,,,,,,,,,INV-0546,PO# 910807,5/13/2016,12/6/2016,,169.84,0,169.84,0,TS0001,HUE Tablet Stand (Blue),3,49.95,,149.85,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,109.6693453,May-16,Direct,United States,US
Cabarrus County Schools,tamera.freeman@cabarrus.k12.nc.us,4401 Old Airport Road,PO Box 388,"Concord, ",,,NC ,28026,US,,,,,,,,,INV-0546,PO# 910807,5/13/2016,12/6/2016,,169.84,0,169.84,0,Delivery,Shipping,1,19.99,,19.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,14.62989798,May-16,Direct,United States,US
Cabarrus County Schools,tamera.freeman@cabarrus.k12.nc.us,4401 Old Airport Road,PO Box 388,"Concord, ",,,NC ,28026,US,,,,,,,,,INV-0546,PO# 910807,5/13/2016,12/6/2016,,169.84,0,169.84,0,,"Delivery Address:COLTRANE-WEBB ELEMENTARYATTN: Debbie Boswell61 SPRING STREET, NWCONCORD, NC  28025",0,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
Prestonwood Christian Academy,lkittredge@prestonwoodchristian.org,6801 W. Park Blvd,"Plano, ",,,,TX,75093,US,,,,,,,,,INV-0545,QU-0131,5/13/2016,12/6/2016,,489.4,0,489.4,0,HD0001,HUE HD Camera (Blue),10,48.94,,489.4,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,358.1726899,May-16,Direct,United States,US
Prestonwood Christian Academy,lkittredge@prestonwoodchristian.org,6801 W. Park Blvd,"Plano, ",,,,TX,75093,US,,,,,,,,,INV-0545,QU-0131,5/13/2016,12/6/2016,,489.4,0,489.4,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,May-16,Direct,United States,US
Roper Mountain Science Center Greenville County Schools,astjohn@greenville.k12.sc.us,402 Roper Mountain Rd,,,,Greenville,SC,29615,US,,,,,,,,,INV-0544,QU-0099 PO#197737,5/13/2016,12/6/2016,,6166.44,0,6166.44,0,HD0001,HUE HD Camera (Blue),63,48.94,,3083.22,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,2256.487946,May-16,Direct,United States,US
Roper Mountain Science Center Greenville County Schools,astjohn@greenville.k12.sc.us,402 Roper Mountain Rd,,,,Greenville,SC,29615,US,,,,,,,,,INV-0544,QU-0099 PO#197737,5/13/2016,12/6/2016,,6166.44,0,6166.44,0,HD0003,HUE HD Camera (Green),63,48.94,,3083.22,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,2256.487946,May-16,Direct,United States,US
Roper Mountain Science Center Greenville County Schools,astjohn@greenville.k12.sc.us,402 Roper Mountain Rd,,,,Greenville,SC,29615,US,,,,,,,,,INV-0544,QU-0099 PO#197737,5/13/2016,12/6/2016,,6166.44,0,6166.44,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,May-16,Direct,United States,US
Education 2000,dpennekamp@earthlink.net,5419 Saxon Drive,,,,Houston,TX,77092,US,,,,,,,,,INV-0543,,10/5/2016,9/6/2016,,1678.8,0,1678.8,0,AS0001,HUE Animation Studio (Blue),5,69.95,20,279.8,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,204.7746601,May-16,Direct,United States,US
